tag,userId,userName,Link,Reputation
debugging,133374,Albert,http://stackoverflow.com/users/133374/albert,20579
debugging,283296,Amelio Vazquez-Reina,http://stackoverflow.com/users/283296/amelio-vazquez-reina,16654
debugging,63550,Peter Mortensen,http://stackoverflow.com/users/63550/peter-mortensen,10332
debugging,1675976,CodyBugstein,http://stackoverflow.com/users/1675976/codybugstein,3966
debugging,974555,gerrit,http://stackoverflow.com/users/974555/gerrit,3469
debugging,1041868,bph,http://stackoverflow.com/users/1041868/bph,2843
debugging,2109064,Michael,http://stackoverflow.com/users/2109064/michael,2216
debugging,246719,Serhiy,http://stackoverflow.com/users/246719/serhiy,1425
debugging,1005409,Muppet,http://stackoverflow.com/users/1005409/muppet,1092
debugging,2734863,Dirk Haupt,http://stackoverflow.com/users/2734863/dirk-haupt,540
debugging,1046429,rks171,http://stackoverflow.com/users/1046429/rks171,506
debugging,3437012,Bananach,http://stackoverflow.com/users/3437012/bananach,162
debugging,6317366,Carlton Banks,http://stackoverflow.com/users/6317366/carlton-banks,40
debugging,7071375,botcs,http://stackoverflow.com/users/7071375/botcs,8
