tag,userId,userName,Link,Reputation
email,75033,John Mee,http://stackoverflow.com/users/75033/john-mee,21725
email,85514,Peter Smit,http://stackoverflow.com/users/85514/peter-smit,8636
email,1316501,bclayman,http://stackoverflow.com/users/1316501/bclayman,941
email,1034747,Ryan Martin,http://stackoverflow.com/users/1034747/ryan-martin,469
email,2550866,Sayed Zainul Abideen,http://stackoverflow.com/users/2550866/sayed-zainul-abideen,340
email,1542093,lordlabakdas,http://stackoverflow.com/users/1542093/lordlabakdas,178
email,3450793,alphaleonis,http://stackoverflow.com/users/3450793/alphaleonis,140
email,6906747,Narusan,http://stackoverflow.com/users/6906747/narusan,56
email,6278404,Solly,http://stackoverflow.com/users/6278404/solly,51
email,5818372,Gykonik,http://stackoverflow.com/users/5818372/gykonik,44
