tag,userId,userName,Link,Reputation
ios,654203,Anthony,http://stackoverflow.com/users/654203/anthony,5599
ios,482601,fabian789,http://stackoverflow.com/users/482601/fabian789,5114
ios,492372,Abhishek Shivkumar,http://stackoverflow.com/users/492372/abhishek-shivkumar,4707
ios,190280,Josh Bleecher Snyder,http://stackoverflow.com/users/190280/josh-bleecher-snyder,3686
ios,2467772,batuman,http://stackoverflow.com/users/2467772/batuman,1366
ios,2061989,Caspar Wylie,http://stackoverflow.com/users/2061989/caspar-wylie,1299
ios,1208142,Rodolphe,http://stackoverflow.com/users/1208142/rodolphe,1231
ios,669705,Nico AD,http://stackoverflow.com/users/669705/nico-ad,732
ios,3340234,Leb_Broth,http://stackoverflow.com/users/3340234/leb-broth,473
ios,1034747,Ryan Martin,http://stackoverflow.com/users/1034747/ryan-martin,469
ios,1556228,Jared,http://stackoverflow.com/users/1556228/jared,398
ios,1913936,Timothy Swan,http://stackoverflow.com/users/1913936/timothy-swan,313
ios,3869448,Luca Thiede,http://stackoverflow.com/users/3869448/luca-thiede,303
ios,5890240,Nikolai,http://stackoverflow.com/users/5890240/nikolai,178
ios,5005052,Bill Ancalagon the black,http://stackoverflow.com/users/5005052/bill-ancalagon-the-black,110
ios,3466910,HomoPythonicus,http://stackoverflow.com/users/3466910/homopythonicus,87
ios,1725944,P-Rod,http://stackoverflow.com/users/1725944/p-rod,76
ios,4313321,Gilberto,http://stackoverflow.com/users/4313321/gilberto,69
ios,5280153,Nishanth Seshadri,http://stackoverflow.com/users/5280153/nishanth-seshadri,55
ios,5721772,Bryan Gnipp,http://stackoverflow.com/users/5721772/bryan-gnipp,28
