tag,userId,userName,Link,Reputation
ipython,283296,Amelio Vazquez-Reina,http://stackoverflow.com/users/283296/amelio-vazquez-reina,16654
ipython,143476,crippledlambda,http://stackoverflow.com/users/143476/crippledlambda,13073
ipython,2437514,Rick Teachey,http://stackoverflow.com/users/2437514/rick-teachey,7660
ipython,428862,Merlin,http://stackoverflow.com/users/428862/merlin,5193
ipython,3019689,jez,http://stackoverflow.com/users/3019689/jez,4234
ipython,974555,gerrit,http://stackoverflow.com/users/974555/gerrit,3469
ipython,1078391,DanHickstein,http://stackoverflow.com/users/1078391/danhickstein,1747
ipython,851699,Peter,http://stackoverflow.com/users/851699/peter,1659
ipython,439325,joon,http://stackoverflow.com/users/439325/joon,1600
ipython,4596596,ShanZhengYang,http://stackoverflow.com/users/4596596/shanzhengyang,1537
ipython,1382869,nathan12343,http://stackoverflow.com/users/1382869/nathan12343,683
ipython,1652217,WanderingMind,http://stackoverflow.com/users/1652217/wanderingmind,525
ipython,4050925,Pocin,http://stackoverflow.com/users/4050925/pocin,491
ipython,1529314,dmon,http://stackoverflow.com/users/1529314/dmon,449
ipython,5597830,DarthLazar,http://stackoverflow.com/users/5597830/darthlazar,380
ipython,2201603,david,http://stackoverflow.com/users/2201603/david,280
ipython,5224720,Quang Thinh Ha,http://stackoverflow.com/users/5224720/quang-thinh-ha,193
ipython,6811609,Whud,http://stackoverflow.com/users/6811609/whud,184
ipython,3813324,user65,http://stackoverflow.com/users/3813324/user65,178
ipython,3821012,user3821012,http://stackoverflow.com/users/3821012/user3821012,161
ipython,6161587,Robin Kramer,http://stackoverflow.com/users/6161587/robin-kramer,144
ipython,3511819,AlexG,http://stackoverflow.com/users/3511819/alexg,92
ipython,5058507,Tang,http://stackoverflow.com/users/5058507/tang,86
ipython,1725944,P-Rod,http://stackoverflow.com/users/1725944/p-rod,76
ipython,5431568,Charles,http://stackoverflow.com/users/5431568/charles,35
ipython,5806421,kv manohar,http://stackoverflow.com/users/5806421/kv-manohar,33
ipython,2343086,abdul qayyum,http://stackoverflow.com/users/2343086/abdul-qayyum,28
ipython,6020498,Gloria Bazargan,http://stackoverflow.com/users/6020498/gloria-bazargan,23
ipython,5289913,Ferreroire,http://stackoverflow.com/users/5289913/ferreroire,16
