tag,userId,userName,Link,Reputation
linux,1461210,ali_m,http://stackoverflow.com/users/1461210/ali-m,28494
linux,133374,Albert,http://stackoverflow.com/users/133374/albert,20579
linux,11522,Ben,http://stackoverflow.com/users/11522/ben,17451
linux,300886,piokuc,http://stackoverflow.com/users/300886/piokuc,14033
linux,63550,Peter Mortensen,http://stackoverflow.com/users/63550/peter-mortensen,10332
linux,648265,ivan_pozdeev,http://stackoverflow.com/users/648265/ivan-pozdeev,9235
linux,492620,Oz123,http://stackoverflow.com/users/492620/oz123,8990
linux,572616,Woltan,http://stackoverflow.com/users/572616/woltan,7163
linux,512652,ajwood,http://stackoverflow.com/users/512652/ajwood,3963
linux,1133286,solvingPuzzles,http://stackoverflow.com/users/1133286/solvingpuzzles,3650
linux,1791279,rth,http://stackoverflow.com/users/1791279/rth,3571
linux,974555,gerrit,http://stackoverflow.com/users/974555/gerrit,3469
linux,1724926,eran,http://stackoverflow.com/users/1724926/eran,3445
linux,497600,lhk,http://stackoverflow.com/users/497600/lhk,3246
linux,509205,CodeNoob,http://stackoverflow.com/users/509205/codenoob,3208
linux,1041868,bph,http://stackoverflow.com/users/1041868/bph,2843
linux,4838189,DevShark,http://stackoverflow.com/users/4838189/devshark,2784
linux,1179925,mrgloom,http://stackoverflow.com/users/1179925/mrgloom,2265
linux,288609,user288609,http://stackoverflow.com/users/288609/user288609,1676
linux,2558506,Jee Seok Yoon,http://stackoverflow.com/users/2558506/jee-seok-yoon,1595
linux,1380285,bob.sacamento,http://stackoverflow.com/users/1380285/bob-sacamento,1544
linux,103054,csiz,http://stackoverflow.com/users/103054/csiz,1464
linux,766251,Sterling,http://stackoverflow.com/users/766251/sterling,1377
linux,2467772,batuman,http://stackoverflow.com/users/2467772/batuman,1366
linux,567879,user567879,http://stackoverflow.com/users/567879/user567879,1184
linux,785099,user785099,http://stackoverflow.com/users/785099/user785099,1039
linux,378080,antony,http://stackoverflow.com/users/378080/antony,864
linux,1820650,Dr.Avalanche,http://stackoverflow.com/users/1820650/dr-avalanche,778
linux,4393898,yusuf,http://stackoverflow.com/users/4393898/yusuf,627
linux,2651924,Malintha,http://stackoverflow.com/users/2651924/malintha,583
linux,6530695,Tony Tannous,http://stackoverflow.com/users/6530695/tony-tannous,541
linux,1652217,WanderingMind,http://stackoverflow.com/users/1652217/wanderingmind,525
linux,1046429,rks171,http://stackoverflow.com/users/1046429/rks171,506
linux,819718,TimRich,http://stackoverflow.com/users/819718/timrich,504
linux,222470,Louis,http://stackoverflow.com/users/222470/louis,490
linux,1034747,Ryan Martin,http://stackoverflow.com/users/1034747/ryan-martin,469
linux,1529314,dmon,http://stackoverflow.com/users/1529314/dmon,449
linux,2605262,Lukasz,http://stackoverflow.com/users/2605262/lukasz,401
linux,3377126,user3377126,http://stackoverflow.com/users/3377126/user3377126,368
linux,1087908,josh1234,http://stackoverflow.com/users/1087908/josh1234,322
linux,3552975,lerner adams,http://stackoverflow.com/users/3552975/lerner-adams,312
linux,1542093,lordlabakdas,http://stackoverflow.com/users/1542093/lordlabakdas,178
linux,4637358,1a1a11a,http://stackoverflow.com/users/4637358/1a1a11a,165
linux,3599381,OnurA,http://stackoverflow.com/users/3599381/onura,108
linux,5917745,Marnix,http://stackoverflow.com/users/5917745/marnix,103
linux,5661795,HJGBAUM,http://stackoverflow.com/users/5661795/hjgbaum,98
linux,5982950,Vacassal Alsk,http://stackoverflow.com/users/5982950/vacassal-alsk,72
linux,6556253,Jack,http://stackoverflow.com/users/6556253/jack,66
linux,5502568,JrtPec,http://stackoverflow.com/users/5502568/jrtpec,66
linux,4321796,Vasyl Bratushka,http://stackoverflow.com/users/4321796/vasyl-bratushka,65
linux,6743956,Imran Ibrahimi,http://stackoverflow.com/users/6743956/imran-ibrahimi,60
linux,127747,DAmann,http://stackoverflow.com/users/127747/damann,46
linux,1882455,user1882455,http://stackoverflow.com/users/1882455/user1882455,41
linux,2679280,RYJ,http://stackoverflow.com/users/2679280/ryj,36
linux,4690647,Jonathan Abrahams,http://stackoverflow.com/users/4690647/jonathan-abrahams,23
linux,6575893,Cynthia Liu,http://stackoverflow.com/users/6575893/cynthia-liu,16
linux,3503704,user3503704,http://stackoverflow.com/users/3503704/user3503704,16
linux,4585383,Tofu Daydreamer,http://stackoverflow.com/users/4585383/tofu-daydreamer,14
linux,6944197,fourth,http://stackoverflow.com/users/6944197/fourth,9
