tag,userId,userName,Link,Reputation
string,772649,HYRY,http://stackoverflow.com/users/772649/hyry,45151
string,2336654,piRSquared,http://stackoverflow.com/users/2336654/pirsquared,30224
string,610569,alvas,http://stackoverflow.com/users/610569/alvas,19481
string,11522,Ben,http://stackoverflow.com/users/11522/ben,17451
string,146077,Kirk Broadhurst,http://stackoverflow.com/users/146077/kirk-broadhurst,16020
string,300886,piokuc,http://stackoverflow.com/users/300886/piokuc,14033
string,648265,ivan_pozdeev,http://stackoverflow.com/users/648265/ivan-pozdeev,9235
string,428862,Merlin,http://stackoverflow.com/users/428862/merlin,5193
string,2966723,Joel,http://stackoverflow.com/users/2966723/joel,5112
string,3019689,jez,http://stackoverflow.com/users/3019689/jez,4234
string,1089623,Klausos Klausos,http://stackoverflow.com/users/1089623/klausos-klausos,3340
string,1112163,ajkumar25,http://stackoverflow.com/users/1112163/ajkumar25,3166
string,4838189,DevShark,http://stackoverflow.com/users/4838189/devshark,2784
string,1609077,scls,http://stackoverflow.com/users/1609077/scls,2121
string,297850,user297850,http://stackoverflow.com/users/297850/user297850,1745
string,640739,CyprUS,http://stackoverflow.com/users/640739/cyprus,1690
string,288609,user288609,http://stackoverflow.com/users/288609/user288609,1676
string,308827,user308827,http://stackoverflow.com/users/308827/user308827,1641
string,1380285,bob.sacamento,http://stackoverflow.com/users/1380285/bob-sacamento,1544
string,3254859,Chris Mueller,http://stackoverflow.com/users/3254859/chris-mueller,827
string,722695,Roby,http://stackoverflow.com/users/722695/roby,731
string,4852094,Rob,http://stackoverflow.com/users/4852094/rob,631
string,3604473,blaz,http://stackoverflow.com/users/3604473/blaz,594
string,3646408,Abhishek Bhatia,http://stackoverflow.com/users/3646408/abhishek-bhatia,538
string,1920178,Oria Gruber,http://stackoverflow.com/users/1920178/oria-gruber,525
string,1652217,WanderingMind,http://stackoverflow.com/users/1652217/wanderingmind,525
string,228653,mikip,http://stackoverflow.com/users/228653/mikip,481
string,1529314,dmon,http://stackoverflow.com/users/1529314/dmon,449
string,3377691,VBB,http://stackoverflow.com/users/3377691/vbb,446
string,2330923,Heinz,http://stackoverflow.com/users/2330923/heinz,378
string,2946352,Chronicle,http://stackoverflow.com/users/2946352/chronicle,373
string,1092525,Snesticle,http://stackoverflow.com/users/1092525/snesticle,373
string,2780360,D8Amonk,http://stackoverflow.com/users/2780360/d8amonk,369
string,1171112,TimGJ,http://stackoverflow.com/users/1171112/timgj,346
string,1598778,&#193;lvaro,http://stackoverflow.com/users/1598778/%c3%81lvaro,306
string,6095474,Vermillion,http://stackoverflow.com/users/6095474/vermillion,208
string,6306448,Al_Iskander,http://stackoverflow.com/users/6306448/al-iskander,204
string,6811609,Whud,http://stackoverflow.com/users/6811609/whud,184
string,5695018,Wintro,http://stackoverflow.com/users/5695018/wintro,173
string,3147590,user3147590,http://stackoverflow.com/users/3147590/user3147590,167
string,3746632,ldmtwo,http://stackoverflow.com/users/3746632/ldmtwo,157
string,2757239,verbamour,http://stackoverflow.com/users/2757239/verbamour,135
string,6307123,entercaspa,http://stackoverflow.com/users/6307123/entercaspa,128
string,6577574,spiff,http://stackoverflow.com/users/6577574/spiff,100
string,828602,billboard,http://stackoverflow.com/users/828602/billboard,90
string,3747801,Toke Faurby,http://stackoverflow.com/users/3747801/toke-faurby,50
string,3063903,user3063903,http://stackoverflow.com/users/3063903/user3063903,43
string,4258501,shaffy,http://stackoverflow.com/users/4258501/shaffy,33
string,7048618,Ион Сынкетру,http://stackoverflow.com/users/7048618/%d0%98%d0%be%d0%bd-%d0%a1%d1%8b%d0%bd%d0%ba%d0%b5%d1%82%d1%80%d1%83,32
string,7093789,김예린,http://stackoverflow.com/users/7093789/%ea%b9%80%ec%98%88%eb%a6%b0,6
